id,name,description,imageUrl,keywordDescriptions
212,Gathered Corset-style Top,Cream,https://image.hm.com/assets/hm/d5/be/d5be02ff60b33be80599d89baf6b62dc003ee692.jpg,a white cloth on a white background
213,Linen-blend shirt,Cream,https://image.hm.com/assets/hm/4e/d1/4ed1f487de273abc3fcb6e92dab525136f2f5490.jpg,"a white shirt on a white wall, a white shirt on a swinger, a white shirt with a black label, a close-up of a white fabric, a button on a white shirt"
214,Pull-on Linen Shorts,Natural white,https://image.hm.com/assets/hm/83/e5/83e5bd41ab7fa5788e18aa307b704c25bf725f8c.jpg,"a pair of white shorts, a pair of white shorts, a pair of white shorts"
215,Fine-knit A-line Dress,Black/cream,https://image.hm.com/assets/hm/62/38/6238f68d8aceb7b68e40a2e95153a6bcd2b239a6.jpg,"a black and white dress, a black and white dress, a close-up of a black and white hat"
216,Tie-detail Easy-wear Dress,Cream,https://image.hm.com/assets/hm/d3/cc/d3cce7b8867a62e2bb98f7b1a5db9913c7a67768.jpg,"a white dress on a white wall, a white shirt on a swinger"
217,Fitted T-shirt,Light taupe,https://image.hm.com/assets/hm/7b/99/7b992190dc9cb6205fa41e4244ec669200c8f1e0.jpg,"a tan t-shirt on a swinger, a close up of a shirt"
218,Oversized Printed T-shirt,Light gray/Coca-Cola,https://image.hm.com/assets/hm/69/2e/692e910dbde40c99844dffa490c011922153dc18.jpg,"a grey shirt with a design on it, a grey shirt with a logo on it, a logo on a shirt, a close up of a shirt"
219,Fitted T-shirt,Black,https://image.hm.com/assets/hm/74/e7/74e7e5c1d63f37795f7f1b97e58757b9de3daecf.jpg,"a black shirt on a white background, a black t-shirt on a white background, a close up of a black shirt, a black shirt on a white surface"
220,Drawstring-detail Dress,Black/floral,https://image.hm.com/assets/hm/4c/db/4cdb773146dc95434dd9af66b8f5a6f974968680.jpg,a black and white dress
221,Fitted T-shirt,Light taupe,https://image.hm.com/assets/hm/54/8d/548dcb2c9d47536b6f95d8afd0b4883bae0bb1dc.jpg,"a beige shirt on a white background, a tan shirt on a white background, a close up of a fabric, a close up of a shirt, a close up of a sweater, a close up of a fabric"
222,Linen-blend shirt,Light beige,https://image.hm.com/assets/hm/3a/39/3a39ce711a7dad5855529949b24674b8ae760553.jpg,a close up of a shirt
223,One-shoulder Thong Bodysuit,Black,https://image.hm.com/assets/hm/08/e6/08e68e32a4f4691efb70a8d69cd15355b79e1d48.jpg,a black one piece swimsuit
224,Mom Ultra High Denim shorts,Light denim blue,https://image.hm.com/assets/hm/e4/cf/e4cfa94d0c53a2b6f65bc720189bd39d097f7075.jpg,"a pair of blue jean shorts, a pair of blue jean shorts, a pair of blue jean shorts"
225,Viscose Tunic Dress,White/blue floral,https://image.hm.com/assets/hm/a3/73/a3734ae0254811a474eafc19a245abc2769d963d.jpg,"a blue and white dress, a close-up of a flower, a close up of a flower, a blue and white floral shirt"
226,Linen-blend Pull-on Pants,Cream/striped,https://image.hm.com/assets/hm/91/1c/911c00bff4185ee16d867fbcfb3c9dd8a55081a2.jpg,"a white pants on a wall, a white pants with a tie, a white pants on a wall, close-up of a white cloth, a white background with black dots, a close-up of a white wall"
227,Wide-leg Pants,White,https://image.hm.com/assets/hm/d0/4c/d04ce3f8a30a3dc1d82f21422e1895cb874e6cfa.jpg,a white pants on a swinger
228,Linen-blend Shirt,Blue/white striped,https://image.hm.com/assets/hm/7c/b5/7cb5798dd56d201fcdbfe80e28ff4730156129ce.jpg,"a blue and white striped shirt, a blue and white striped shirt, a close up of a shirt, a close up of a shirt, a close up of a blue and white striped fabric, a close up of a shirt, a close up of a blue and white striped fabric, close-up of a blue and white striped fabric"
229,Linen-blend Pull-on Pants,White,https://image.hm.com/assets/hm/7f/88/7f881797fd82dc8a9cbbc75c4ce03b88419e05af.jpg,"a white pants on a swinger, a white pants on a wall, close-up of a white pants, a white pants on a white surface, a white cloth on a white surface"
230,Linen-blend Pull-on Pants,Black,https://image.hm.com/assets/hm/6b/44/6b443a4d8cc6ca246e6cd14ab5fc93c3952fbb07.jpg,"a pair of black pants, a pair of black pants"
231,Mom Ultra High Denim shorts,Light denim blue,https://image.hm.com/assets/hm/34/93/3493d3eb3793c4b3c322c3d4753aa91d63af765a.jpg,"a pair of blue jean shorts, a pair of blue jean shorts, a pair of blue jean shorts, close up of a pair of blue jeans"
232,Cotton T-shirt,Light beige,https://image.hm.com/assets/hm/a2/63/a2639c2ee20a45c3df369feada070334a6d57ce3.jpg,"a white shirt on a white background, a white t-shirt on a swinger"
233,Knee-length Shorts,Black,https://image.hm.com/assets/hm/79/d6/79d699155b4fa4c81d707042cad93e632990cda6.jpg,"a black shorts on a white background, a close up of a black skirt"
234,Ribbed Tank Top,Dark gray,https://image.hm.com/assets/hm/f2/04/f2041a5548a5e6b159f9a75a8fef8b8c05e6837b.jpg,"a black tank top on a white background, a close up of a tank top"
235,Feather Soft Denim Shirt,Pale denim blue,https://image.hm.com/assets/hm/e5/2c/e52c5b6f1887f4bfb80a8a70f9b9d0a159e9868d.jpg,"a close up of a pocket, a close up of a pocket, a close-up of a button on a jean"
236,DryMoveâ„¢ Sports Bike Shorts with Pocket,Black,https://image.hm.com/assets/hm/7c/c5/7cc5c2b55df1bebed24ea568515ca7937bb7e09b.jpg,"a black shorts on a white background, a black shorts on a white background"
237,Printed T-shirt,White/Biarritz,https://image.hm.com/assets/hm/f2/6d/f26d6c2f5e276ad1c9410db44049674b204d6e52.jpg,"a white t-shirt with red text, a white t-shirt with red text, a red letter on a white surface"
238,Linen-blend Pants,Black,https://image.hm.com/assets/hm/09/99/0999ec3a5a5d6d85ebefc6944ce02af238b5ce57.jpg,"a black pants on a white wall, a black pants on a white surface, a close-up of a black pants, a black pants with a bow, a close-up of a black pants"
239,Cotton T-shirt Dress,Light gray melange,https://image.hm.com/assets/hm/34/1b/341b0ec61bc282af0de742fd9c9f38c8b137a41f.jpg,"a grey shirt on a swinger, a grey shirt on a swinger"
240,Tie-detail Dress,White/floral,https://image.hm.com/assets/hm/4b/01/4b014b7d8eca9a27e157e0cdbdf21f16afab62f9.jpg,a white dress with flowers on it
241,Linen-blend Pull-on Shorts,Black,https://image.hm.com/assets/hm/05/21/05215b833ee30c6f5f3779d36bf3009b7a0aeb4d.jpg,"a black shorts with a drawstring, a black shorts with a drawstring"
242,Regular Denim Shorts,Light denim blue,https://image.hm.com/assets/hm/37/06/37068d7bcd0931edf3b81f8498f0e5fc11b36ff6.jpg,"a pair of blue jean shorts, a pair of blue jean shorts, a pair of blue jean shorts, close up of a pair of blue jeans"
243,Linen-blend Shirt,Black,https://image.hm.com/assets/hm/03/ad/03ada493b0381a5c4b7b653ea66c70f03d3d8150.jpg,"a black shirt on a white background, a black shirt on a swinger"
244,Linen-blend shirt,Gray,https://image.hm.com/assets/hm/46/c9/46c92ef5ce2c970b94a9ac036a9836a2e3532584.jpg,a close up of a shirt
245,A-line Skirt,Black,https://image.hm.com/assets/hm/b2/5a/b25a7a3140dcbf2d41f515008cef5f70671eeeb5.jpg,"a black skirt on a white background, a black skirt on a white background, a black skirt on a white background"
246,Knot-detail Espadrille Sandals,Light beige,https://image.hm.com/assets/hm/82/38/8238e76994cb9360d0ec45e58022391d04cc9a24.jpg,"a pair of slippers with a bow, a pair of slippers with a bow, a pair of slippers with a bow"
247,Mom Ultra High Denim shorts,Black,https://image.hm.com/assets/hm/d9/68/d968fb5ee1912c680684ddaa63c5cfe662ee3fbb.jpg,"a pair of black shorts, a pair of black shorts, a pair of black shorts, a close up of a button"
248,Linen-blend Shirt,White,https://image.hm.com/assets/hm/ed/be/edbe6debc9d16480d1333358616d0f9e12a4afa1.jpg,"a white shirt on a swinger, a close-up of a button on a white shirt, a close-up of a button on a white shirt"
249,Viscose Tunic Dress,Black,https://image.hm.com/assets/hm/1c/34/1c34219190076d08e48da4698c11334df3303f8d.jpg,"a black dress on a swinger, a black shirt on a swinger, a black shirt on a swinger"
250,Crop Tank Top,Black,https://image.hm.com/assets/hm/6c/00/6c002d7f2e9bd8f2e4b6f26c54b9246d2cef0c28.jpg,"a black tank top on a white background, a black tank top on a white surface, a close-up of a black fabric"
251,Ribbed Bandeau Dress,White/striped,https://image.hm.com/assets/hm/80/36/803627ac7030ffa27336ca582a8c5f99f9d2764d.jpg,"a black and white striped dress, a black and white striped skirt, a black and white striped dress"
252,Belted Pull-on Shorts,Black,https://image.hm.com/assets/hm/f2/50/f250a2c7c65d444262eb0adebd42bdd8344df87f.jpg,"a black shorts with a belt, a black shorts with a belt, a black shorts with a belt"
253,Tie-belt Shirt Dress,Light blue/striped,https://image.hm.com/assets/hm/4c/65/4c6567dade87093184ac4efa048e5d8ead760740.jpg,"a blue and white striped dress, a blue and white striped dress, a close up of a blue and white striped shirt, a blue and white striped shirt, a blue and white striped shirt"
254,Baggy Low Jeans,Denim blue,https://image.hm.com/assets/hm/92/27/9227919420d83c691baaf37412ec9f6f7dbed20c.jpg,"a pair of blue jeans, a pair of blue jeans, a close up of a pocket, a pair of blue jeans, a close up of a pocket"
255,Oversized Printed T-shirt,Natural white/The Beatles,https://image.hm.com/assets/hm/47/18/4718b5f80c61e6a5312c27990628f4327be76f71.jpg,"a white t-shirt with a graphic design on it, a white t-shirt with a graphic design on it, a white paper with black text, a starfish drawn on a white surface, a close up of a sign, a close up of a white fabric, a white shirt with black text, a close-up of a white shirt with black text, a close-up of a stamp, a white paper with red text and a star"
256,Ribbed Button-top Tank Top,Cream/striped,https://image.hm.com/assets/hm/c0/fd/c0fd08c1e4e4fb8c90aa5d8aa7354bdbb99616a0.jpg,"a black and white striped tank top, a black and white striped shirt"
257,Rib-knit Bodycon Dress,Light beige,https://image.hm.com/assets/hm/1c/b2/1cb294220814a7a33eccaf3e8d3944dd99d4bc3f.jpg,a white dress on a swinger
258,Oversized Printed T-shirt,Dark gray/Nirvana,https://image.hm.com/assets/hm/82/26/822607a62958556ec17427efe40248d4e32c4359.jpg,"a grey t-shirt with a flower design, a grey t-shirt with a flower on it, a close up of a logo, a close up of a shirt, a grey shirt with a logo on it, a close up of a fabric, a close up of a black jacket, a close up of a flower"
259,Wide High Ankle Jeans,Medium denim blue,https://image.hm.com/assets/hm/42/69/4269babee76ad0050c815148ca5711145432bef3.jpg,"a pair of blue jeans, a pair of blue jeans, close up of a pair of blue jeans, a close up of a pocket"
260,Dressy Linen-blend Shorts,Light beige,https://image.hm.com/assets/hm/02/d2/02d2f812b9b2af25be923ad49d916589240c9fc2.jpg,"a pair of shorts on a white background, a close up of shorts, a beige shorts on a white background, a close up of a pair of pants, close up of a fabric"
261,Linen-blend Shirt,Yellow/striped,https://image.hm.com/assets/hm/a9/8a/a98a3d2d8962258616d548e20bf9f013183a63c0.jpg,"a yellow and white striped shirt, a yellow and white striped shirt, a yellow and white striped shirt, a close-up of a yellow and white striped fabric, a yellow and white striped shirt"
262,Cotton Shirt,White/striped,https://image.hm.com/assets/hm/13/47/134773f04d47786cebe535396108ec97ee230654.jpg,"a white and blue striped shirt, a close up of a shirt"
263,Crinkled Cotton Shirt,White,https://image.hm.com/assets/hm/55/b0/55b05f2a35823613904efed4d25c39f996100927.jpg,"a white shirt on a swinger, a white shirt on a swinger, a close up of a white shirt, a close up of a white shirt, a close up of a white shirt, a close-up of a white pillow"
264,Oversized Printed T-shirt,White/The Smashing Pumpkins,https://image.hm.com/assets/hm/ea/30/ea30a5999c766e0fa2021e90d71c742e4b2f14a5.jpg,"a white t-shirt with a graphic design on it, a white t-shirt with a graphic design on it"
265,DryMoveâ„¢ Tennis Circle Skirt,Black,https://image.hm.com/assets/hm/cb/41/cb4165012029830af71186a68fe89ca0f8f9343d.jpg,"a black short skirt on a white background, a black skirt on a white background, a black skirt on a white background, a close up of a black fabric"
266,Cotton T-shirt Dress,White/black striped,https://image.hm.com/assets/hm/66/0e/660e5809ecc53218f030e354e014ea5e8326a760.jpg,"a black and white striped shirt, a black and white striped dress, a black and white striped shirt"
267,Tie-shoulder-strap Smocked Dress,Black,https://image.hm.com/assets/hm/9f/d0/9fd03298215961cf505bf59db69f89140ba973c0.jpg,a black dress on a white wall
268,Pajama Shirt and Shorts,Light khaki green,https://image.hm.com/assets/hm/11/0a/110a244cd675c670f46e8e62e15b5b75e94b9f31.jpg,"a close-up of a pocket, a close-up of a shirt"
269,Puff-sleeved Blouse,White,https://image.hm.com/assets/hm/a9/36/a93695ab56664834c446ce376065e202049e6730.jpg,a close-up of a white shirt
270,Knit Shorts,Light beige,https://image.hm.com/assets/hm/76/6b/766be29a431e43879aacdca5cd86465fcf78fd60.jpg,"a pair of white shorts, a pair of white shorts"
271,Oversized Printed T-shirt,Pink/Soundgarden,https://image.hm.com/assets/hm/d7/c0/d7c02608a2edc578458dcb54677914d7b6efb14f.jpg,"a pink shirt on a white wall, a pink shirt on a swinger, a close up of a pink shirt"
272,Ribbed Tank Top,White/black striped,https://image.hm.com/assets/hm/27/3c/273c4caaf8aa78711406889c6267a6fafecab4a7.jpg,"a black and white striped tank top, a black and white striped tank top, a black and white striped tank top"
273,Feather Soft Denim Shirt,Light denim blue,https://image.hm.com/assets/hm/80/18/80182d0e1cf8836d120918120a75b8b56faa6b62.jpg,"a close up of a pocket, a close up of a pocket"
274,Drawstring-detail Camisole Top,Black,https://image.hm.com/assets/hm/57/7d/577db18375f4e763a456aea9a0bf97b6723eb763.jpg,a close-up of a person's face
275,Linen-blend Shorts,Black,https://image.hm.com/assets/hm/2c/23/2c23440b61a9ca562985c77cb5b9e2656d457e86.jpg,a close up of a black sock
276,Jersey Shorts,Cream/black striped,https://image.hm.com/assets/hm/14/ef/14ef8f4b79fefd045b5c9874f35fb3884dd4a1b5.jpg,"a pair of striped shorts, a pair of striped shorts, a pair of striped shorts"
277,Linen-blend Pull-on Pants,Light gray,https://image.hm.com/assets/hm/0e/c1/0ec10f5728c42685f8228e5e3a17f076f6eb8b62.jpg,a close up of a pair of pants
278,Ribbed Bandeau Dress,Black,https://image.hm.com/assets/hm/d6/bf/d6bf2b3c1369fdbc60a691599b88185a0c21231a.jpg,"a black dress on a swinger, a black dress on a swinger"
279,Bodysuit with Extra-narrow Shoulder Straps,White/striped,https://image.hm.com/assets/hm/55/7c/557c60c711559b10f05ffcfea4d69e5e96e9090e.jpg,"a white and black striped swimsuit, a white and black striped shirt, a close-up of a white object, a pair of white sticks, a close up of a white background, a white and black striped swimsuit"
280,Linen Shirt,Blue/white striped,https://image.hm.com/assets/hm/d8/a5/d8a5a6f920cd6e84561de2a49968cb1fa4cca753.jpg,"a blue and white striped shirt, a blue and white striped shirt, a close up of a blue and white striped shirt"
281,Linen-blend Shirt,Light beige,https://image.hm.com/assets/hm/de/15/de151e50a34f08381dd8dd99a06f56a5a3a07f3f.jpg,"a close up of a shirt, a close up of a white shirt, a close-up of a white fabric"
282,Sweatshorts,Dark gray,https://image.hm.com/assets/hm/0e/5e/0e5e2ed5940d4678473d6a683070c9b1f662c2db.jpg,a pair of grey shorts
283,Sneakers,White/light beige,https://image.hm.com/assets/hm/b5/5b/b55befe5d14745e38419c28f070382d95b01d472.jpg,"a pair of white shoes, a pair of white shoes, a pair of white shoes, a close up of a pair of white shoes, a close-up of a sock, a close up of a pair of white sneakers"
284,Wide-leg Pants,Black,https://image.hm.com/assets/hm/6b/05/6b05adb9b354cf3b2517b3b333feae39ca66ebfd.jpg,"a close up of a pair of black pants, a close up of a pair of black pants"
285,Linen-blend Pull-on Shorts,Black,https://image.hm.com/assets/hm/a6/4e/a64ea8b270baca2ae6ef2311c2ea2b4d58465cd2.jpg,"a black shorts on a white background, a black shorts on a white background"
286,Flared Mini Skirt,White,https://image.hm.com/assets/hm/53/ed/53ed421f21e22043137eb9c208fe402a6cb9574d.jpg,"a white skirt with a ruffle, a white skirt with a ruffle, a white skirt with a ruffle, a close up of a white fabric"
287,Feather Soft Denim Skirt,Light denim blue,https://image.hm.com/assets/hm/af/ad/afad9dccb646e0c350034918b65c28c58ff62f94.jpg,"a blue denim skirt with a tie, a blue jean skirt with a drawstring, a close up of a blue jeans, a close up of a blue jeans, a close up of a pair of jeans, a close up of a blue jean, a close up of a blue jeans, a white background with a couple of people, a close up of a blue jean"
288,Skinny High Denim Shorts,Black/washed,https://image.hm.com/assets/hm/66/29/6629511f5b8f6636e9462438f24df3dd32b1605c.jpg,"a pair of black shorts, a pair of black shorts, a pair of black shorts, close up of a pair of black jeans"
289,Linen-blend Pull-on Shorts,Cream,https://image.hm.com/assets/hm/bb/ad/bbad7a60f2d9d69dd4c58d4a54bd86f87512cb75.jpg,"a white shorts on a white background, a white shorts on a white background"
290,SoftMoveâ„¢ Sports Hot Pants,Black,https://image.hm.com/assets/hm/79/b9/79b9a050f730058ce21b8d4aaf02f871cac3d56f.jpg,"a black short on a white background, a black shorts on a white background, a close up of a black pants, a black short on a white background, a close up of a black fabric, a close up of a black shirt, a close up of a black pants"
291,Picot-trimmed Jersey Dress,Black,https://image.hm.com/assets/hm/fe/08/fe0862e8ebcce0f80b7dd10eb5c836490c3053a1.jpg,a black dress on a white wall
292,Ribbed Jersey Dress,Black,https://image.hm.com/assets/hm/03/58/03581069138cffceceb7ffc17e1e91f072a88117.jpg,"a black dress on a swinger, a black tank top with a white background"
293,Slim Straight High Jeans,Light denim blue,https://image.hm.com/assets/hm/80/a8/80a85007ce6176ee82ec9c21a1a30719cec15bd3.jpg,"a pair of blue jeans, a pair of blue jeans, a close up of a pair of jeans, a close-up of a button on a jean"
294,Sweatshorts,Black,https://image.hm.com/assets/hm/24/f1/24f170e07b4b92d0576bdc28870cf6388630535f.jpg,a pair of black shorts
295,Mom Ultra High Denim shorts,Black,https://image.hm.com/assets/hm/ed/47/ed47ea92a6130e9b24f6ddc080bd85f66b958316.jpg,"a pair of black shorts, a close-up of a button"
296,Dress with Eyelet Embroidery,Dark khaki green,https://image.hm.com/assets/hm/5a/f9/5af9649353aae625db10b3fbd13d52a83f77ae22.jpg,"a green dress on a swinger, a green dress with a white background, a green shirt with a white background, a close up of a green shirt"
297,Linen-blend Sleeveless Shirt,White/blue striped,https://image.hm.com/assets/hm/d2/48/d248c256a3e2aa61dbec6465d70995f8d0e45957.jpg,"a blue and white striped shirt, a blue and white striped shirt, a blue and white striped shirt"
298,Printed T-shirt,Black/Nine Inch Nails,https://image.hm.com/assets/hm/bd/8e/bd8e49c7c40a37082b6bc6337dc5148ec7891ab1.jpg,"a black shirt with white text on it, a black shirt with white text on it, a white letter on a black background"
299,Open-back Poplin Shirt,White,https://image.hm.com/assets/hm/16/ac/16ac8dbb2e486d76cd21e42630b9bc3dcf8770be.jpg,"a white shirt with a pocket, a white shirt with a pocket"
300,Linen Shirt,White,https://image.hm.com/assets/hm/d9/51/d9511b4b4b5677df45acd49f98c0d2143f76d4f0.jpg,"a white shirt on a swinger, a white shirt on a swinger, a close-up of a button, a close-up of a white shirt"
301,Straw Hat,Beige,https://image.hm.com/assets/hm/49/8b/498b47dda3c51c4b19e3c1f62e36d60f945ef052.jpg,"a close up of a hat, a close up of a basket, a close up of a basket"
302,Block-heeled Sandals,Dark brown,https://image.hm.com/assets/hm/eb/25/eb257f9f6ed00c5e1e4e7af964a26d88fdb47005.jpg,a close up of a brown belt
303,Wide-leg Twill Pants,Black,https://image.hm.com/assets/hm/f2/3f/f23ff635b17ebb67292070c36e40cc8bfbb96665.jpg,"a pair of black jeans, a pair of black pants"
304,Knit Shorts,Black,https://image.hm.com/assets/hm/b3/6d/b36d1f8a08d3782f0c5baba2190f848a1612732d.jpg,"a black short skirt on a white background, a black short skirt on a white background"
305,Skinny High Denim Shorts,Denim blue,https://image.hm.com/assets/hm/97/32/97322909222b23ab312f549231261025c77eebf8.jpg,"a pair of blue jean shorts, a pair of blue jean shorts, a pair of blue jean shorts"
306,Blouse with Eyelet Embroidery,White,https://image.hm.com/assets/hm/b7/1a/b71a8d917abeb5cc45de935f4a8f4ecd060dcaa2.jpg,"a close up of a white shirt, a close up of a white shirt"
307,Bermuda Baggy High Denim Shorts,Dark denim blue,https://image.hm.com/assets/hm/f6/86/f6862c7addc7913db4f2c5d1df29f469ebcd0707.jpg,"a pair of blue jean shorts, a close up of a pair of blue jeans, a pair of blue jean shorts, a close up of a pair of blue jeans"
308,Linen-blend Tapered Pants,White,https://image.hm.com/assets/hm/6b/67/6b6739f80cf2dd107e634547c68640c09ca770bc.jpg,"a white pants on a swinger, a close-up of a white cloth, a white pants on a swinger"
309,Tie-belt Balloon-sleeved Dress,Black,https://image.hm.com/assets/hm/15/24/152486114932af8c413fa234a3b22acb18455e77.jpg,"a black dress on a swinger, a black dress on a swinger, a close-up of a black fabric"
310,Twill Cargo Pants,Khaki green,https://image.hm.com/assets/hm/de/c6/dec60a39e4f5321ece09e4551684b6a396fdeb66.jpg,a close up of a pocket
311,Denim Shirt,Light denim blue,https://image.hm.com/assets/hm/a3/cf/a3cf093674e92aa7d2777daab403570f287b0220.jpg,a close up of a pocket
312,Flared Mini Skirt,White/floral,https://image.hm.com/assets/hm/76/14/761486c223d26575dfd4e121d1d5acd0fa7fda30.jpg,"a white and black skirt with flowers on it, a white skirt with black flowers on it, a white and black skirt with flowers on it, a close up of a flower, a white ruffled curtain with black and white flowers on it"
313,Embroidered A-line Dress,Black,https://image.hm.com/assets/hm/e1/73/e173ffb8a418e192e43ccf3fe24c54d6cab44f43.jpg,a black dress on a wall
314,Cap-sleeved Blouse,Blue/patterned,https://image.hm.com/assets/hm/f7/c5/f7c5032880dabc9e88ce711727d820a8d4d8fee0.jpg,"a blue and white shirt, a blue and white shirt, a blue and white shirt"
315,Tiered Skirt with Eyelet Embroidery,Black,https://image.hm.com/assets/hm/72/1e/721e83822c4866294f5bfb1be1a16d667a37fa4e.jpg,"a black ruffled skirt, a black skirt with ruffles, a black ruffled skirt, a black curtain with a white background, a close up of a black skirt"
316,Linen-blend Pull-on Shorts,Beige,https://image.hm.com/assets/hm/b6/2a/b62aab64ff1d2c6f083896464625375bad406ef5.jpg,"a pair of beige shorts, a pair of beige shorts, a pair of beige shorts, a close up of a fabric, a close up of a pair of pants"
317,Linen-blend Pull-on Pants,Cream,https://image.hm.com/assets/hm/96/91/9691eedb28fdc55d06d5109c34a7ef0d4518048c.jpg,a white pants on a wall
318,Linen-blend Pull-on Shorts,Light blue,https://image.hm.com/assets/hm/4c/72/4c72b4d97dc6be03b33d7fcb165040b45ae3e794.jpg,"a pair of blue shorts, a pair of light blue shorts, a pair of blue shorts"
319,Tie-shoulder-strap Smocked Dress,Cream,https://image.hm.com/assets/hm/1d/f2/1df2b9216a4397118d300a802bdc0ea3410ce0d8.jpg,"a white dress on a swinger, a white dress on a swinger"
320,Linen-blend Smocked Top,White/floral,https://image.hm.com/assets/hm/36/e4/36e42474e55606bf1de00ce6a4c6b0d5d2593d62.jpg,"a white and black top, a white and black top with floral pattern, a white and black top, a white and black floral print shirt, a close up of a white and black patterned fabric, a close up of a fabric"
321,Printed T-shirt,White/The Beatles,https://image.hm.com/assets/hm/d4/52/d4521f810835eb8527a496fa5578a9f11f367d48.jpg,"a white t-shirt with black text, a white t-shirt with black text, a close-up of a sign"
322,DryMoveâ„¢ Sports Crop Top,Dark khaki green,https://image.hm.com/assets/hm/3c/77/3c773c04e5d24a5d49e0ef53a4ad15555b00c25e.jpg,"a green shirt on a white background, a green shirt on a white background, a green shirt on a white background, a close up of a fabric, a close up of a shirt, a close up of a green shirt, a close up of a black shirt"
323,CrÃªped Skirt,Black,https://image.hm.com/assets/hm/72/5a/725ac71d89428150a57a305c2ab4f19f835005c4.jpg,"a black skirt with a slit, a close up of a black fabric"
324,Sequined Mesh Top,Light beige,https://image.hm.com/assets/hm/c0/90/c09053de03df8177985e5eb405cbe0a0889fd465.jpg,"a white shirt with long sleeves, a white shirt on a swinger, a close up of a white fabric, a close up of a white fabric, a white fabric with a white background"
325,Lace-trimmed Camisole Top,Black,https://image.hm.com/assets/hm/2e/c6/2ec6f493c4ff18a73b472f1506d772fc11d377e4.jpg,"a black tank top with lace trim, a black tank top with lace trim, a close up of a black lace"
326,DryMoveâ„¢ Sports Crop Top,White,https://image.hm.com/assets/hm/36/c2/36c2eba5ccb691f62cd18beb8e1b8da7db1b5665.jpg,"a white shirt on a white background, a close up of a white shirt, a white shirt on a white background, a close-up of a white shirt"
327,DryMoveâ„¢ Mesh Sports T-shirt,Unbleached,https://image.hm.com/assets/hm/09/ef/09ef6d9314aba10949f2cd1a3dc35b89bb1c4505.jpg,"a white shirt on a white wall, a white shirt on a white wall, a close up of a white shirt, a close-up of a white shirt, a close up of a fabric, a white curtain with a white background"
328,Dressy Linen-blend Shorts,Black,https://image.hm.com/assets/hm/f1/2c/f12c116c80a6fe9f88ceeac421814d1bcab7e0b5.jpg,"a black shorts on a white background, a black shorts on a white background"
329,Denim Skirt,Light denim blue,https://image.hm.com/assets/hm/07/32/07325423d08ea15af45a51cf00c7f333ef2aef65.jpg,a pair of blue jeans
330,3-pack T-shirts,Light beige/white/black,https://image.hm.com/assets/hm/f9/5e/f95e9403bfeca81f4f5bdaee01d798fc4637dfb3.jpg,"a group of t-shirts on a white background, a group of t-shirts on a white background, a close up of a black and white shirt, a group of t-shirts on a white background, a black roll of paper, a white shirt on a swinger, a close up of a white roll of paper"
331,Ribbed Bandeau Dress,Cream,https://image.hm.com/assets/hm/8a/e5/8ae5f67b4774dd43f3830dbeb8196200d29194f1.jpg,"a white dress on a swinger, a white dress on a swinger"
332,DryMoveâ„¢ Double-layered Running Shorts,Black,https://image.hm.com/assets/hm/25/63/2563815ac93cd651c6727de876e08a66beac4ddc.jpg,"a pair of black shorts, a pair of black shorts, a pair of black shorts, a close up of a pair of shorts"
333,Linen-blend T-shirt,Light khaki green,https://image.hm.com/assets/hm/f3/40/f340327f629086749eecab6a9a3bef206f60b272.jpg,"a green shirt on a white background, a green shirt on a swinger, a close up of a shirt, a close-up of a white tag, a close up of a shirt, a close up of a fabric"
334,Mom Ultra High Denim shorts,White,https://image.hm.com/assets/hm/70/4c/704caf3dbf08b9a3bede763d4f8dfa579f46de1e.jpg,"a pair of white shorts, a pair of white shorts, a pair of white shorts, a close up of a pair of white jeans, a close up of a pocket"
335,Tie-shoulder-strap Smocked Dress,Cream/striped,https://image.hm.com/assets/hm/9b/09/9b09c74d98394b19b3dc3f71f476363527d9f94d.jpg,"a white dress on a swinger, a white dress on a wall, a white dress on a white wall, a close up of a curtain"
336,Embroidered A-line Dress,Cream,https://image.hm.com/assets/hm/5f/42/5f42774fd2a2f67ec6a7f13b6577680646238a20.jpg,"a white dress on a swinger, a white dress on a swinger"
337,Frayed-edge Denim Vest,Light denim blue,https://image.hm.com/assets/hm/96/13/9613356f984697842f14191409928a51b650e5fd.jpg,close up of a blue jean jacket
338,Leather Belt,Brown,https://image.hm.com/assets/hm/d1/18/d118e21393e8f5386b5df573240ed8a2fc6ed397.jpg,"a brown belt with a gold buckle, a close up of a belt, a brown belt with a gold buckle"
339,Linen-blend Midi Dress,Green/floral,https://image.hm.com/assets/hm/fb/16/fb16af57ad053eb3b9f48a0bcefdddf481512e6f.jpg,"a green and white dress, a green and white dress, a green and white dress"
340,Oversized Printed T-shirt,Light beige/Alice in Chains,https://image.hm.com/assets/hm/b1/da/b1da0e5bf06abdcd1f5eac52f3d427e66896782f.jpg,a white t-shirt with a graphic design on it
341,Tie-belt CrÃªpe Dress,Cream/floral,https://image.hm.com/assets/hm/37/1d/371de06edcef96058bdd0839772b30d7916c2851.jpg,"a dress on a swinger, a dress on a wall, a white and pink floral shirt"
342,Linen-blend Bustier Top,Cream,https://image.hm.com/assets/hm/05/97/0597528faf99c6cd643a5d84e765e6c468dc8388.jpg,"a white tank top on a white wall, a white dress on a wall, a close-up of a white towel, a white dress on a swinger"
